instance_id,id,user.id,created_at,text,class
53,1.06E+18,3189787423,Fri Nov 16 09:55:38 +0000 2018,"""??????? ??????? ?????? ??????????? ?????? ?????? ???? @pcranawaka ???? ???????? ??? ?? ??????. ??? ??? ????? ?? ??? ????? ???????? - ????? ??????? ?????? ?????? ?????? ???? ? ????? ????? ??????? ??????? ???????? ????????? ???? ? ?? ?????? ????? ????? ?????? ????? @Neetwit https://t.co/RjS6a9hHb7""",
54,1.06E+18,1.06E+18,Fri Nov 16 09:42:34 +0000 2018,"""@ZayeemZiyadh @HarshadeSilvaMP @MaithripalaS @RW_UNP @PresRajapaksa ??????.....??? ????? ??? ????? ?? ??? ??? ?? ? ????? ??? FB ??? Youth Council ??? ??????""",
55,1.06E+18,2343977528,Fri Nov 16 09:33:35 +0000 2018,"""????? ??????,  - ??? ?????????????? ???????????? ????? ???? 122?? ?????? ???? ???????? ???? ???????? ???????? ?????, ? ????? ?? ????? ???????? ?????? ??????? ???? ???? ???????? ??????? ?????.   (???? ??? ??????... https://t.co/CzkMdVX4mx""",
56,1.06E+18,2876666923,Wed Nov 14 18:21:50 +0000 2018,"""@Chandhi_Surangi ????? ????? ?????? ????? .. ??????? ?????? ????? ?? ?????????????? ??????? ?????? ??????? ?????. ? ?????? ????? ????? ?????? ?????? ????? ???? ???? ???? ????.. ??? ?????..""",
58,1.06E+18,2876666923,Tue Nov 13 10:06:12 +0000 2018,"""@zeffb @GaloreRoasts @RajapaksaNamal @PodujanaParty @MaithripalaS @PresRajapaksa ????? ????... ???? ????? ?? ?????? ??.. ???? ??? ?? ???? ????? ??? ????????.. ?????? ????????? ?????? ?? ????? ??????? ???????.. ?????? ????? ????? ????.. ? ???? ????? ?????????? ????????? ??????????.. ????? ??? ?????? ?????.. ??? ???????? ?? ??? ????..""",
59,1.06E+18,391857328,Tue Nov 13 04:44:46 +0000 2018,"""?? ????? ?????? ???? ?? ???? ???? ?????? ?? ??????? ???? . 2013/2014 ?????? ?????? ??????? ??????? ??????? ?? ???????? ??????? ???? ??????? ???? ????? ??... ??????? ? ?? ?? ?????????? ????? ?????? ?? ?? ????? https://t.co/wmJUj2LQxH""",
60,1.06E+18,3262559941,Mon Nov 12 02:30:52 +0000 2018,"""????????? ?? ?????????? ?????? ??? ????? ?? ????? ??????? ?????? ??? ??? ??? ???????. ????????? ?????????? ?????? ????. ?????? ???? ??? ???????? ????? ???? ??? ??????? ??.   ??????? ????? ??? ??????? ?????? ???????... https://t.co/ssst4V8KOJ""",
61,1.06E+18,2876666923,Sun Nov 11 12:47:56 +0000 2018,"""???????? ????? ???? ???????? ?????? ??? ???????? ???? ??. ???????? ????? ???????? ???????? ????? ?????????????? ??. ?? ????????????? ???????? ????? ??????? ?? ????? ??????????? ?????????. ???? ??? ???? ????? ?????? ?? https://t.co/F3RAtUxmfs""",
62,1.06E+18,2876666923,Wed Nov 07 18:06:59 +0000 2018,"""#SriLankanPolitics ???? ???? ?????? ??????? ?? ???? ????? ????? ???? ??? ??? ???? ??????? ??????? .. ??? ?? ?????? ???? ????? ??????? ?????? ???? ????. ????? ?????? ?????? ?? ?????? ???? ?????????????? ?????? ""??? ??"" ?. ????? ???? ?? ???????. ????? ??? ?? ???????. https://t.co/sT5hNn4qxQ""",
63,1.06E+18,246224922,Wed Nov 07 17:21:03 +0000 2018,"""???? ?????? ?? ????? ??? ??? ?????? ???? ????? ???? ?????. ?????? ?????? ??. ??? ????? ???????? ???????? ??. ?? ????? ???????? ""??? ?? ????? ????? ??????"" ????.. ?? ??????   ""??^^?? ? ??? ?????"" ????  ???????? #???""",
65,1.07E+18,8.91E+17,Wed Dec 12 05:29:39 +0000 2018,"""????? ?????? ? 2012/12/12 ??? ?????? ????? ????????? ????? ???.....??? ??????? 6;??? ??? ????????????  ????? ??? ?????..""",
66,1.07E+18,154800409,Wed Dec 12 05:24:45 +0000 2018,"""@vithanagedanu ??? ??? ??? ?????? ????? ????? ?????? ??. ????? ????? ?????? ??????? ???????? ???? ???? ??""",
67,1.07E+18,3049875241,Wed Dec 12 04:11:57 +0000 2018,"""?? ???? ????? ???????? ??? ?? ????? ?????? ??? ?? ???? ??????? ??? ??? ???!""",
68,1.07E+18,39088809,Wed Dec 12 04:00:46 +0000 2018,"""@erangatennakoon @dudeum_Nethu ???????????? ???? ???? ???? ???? ???? ??? ???? ??.????""",
69,1.07E+18,39088809,Wed Dec 12 03:41:40 +0000 2018,"""@AmithMalinga ????? ?? ???.????? 100?? ???? ????? 15$?? GST.28$ ?? ?????? ???.???? ??""",
70,1.07E+18,2241076410,Wed Dec 12 02:43:51 +0000 2018,"""???? ??? ????? ?? ?????? ???????? -??? ???????? https://t.co/HvY0U2IvuM""",
71,1.07E+18,1.00E+18,Tue Dec 11 23:45:13 +0000 2018,"""sinhala hot gossip -????? ????? ???????? ???? ????? ????????????? ???? ?... https://t.co/NDbFk48RbT via @YouTube""",
72,1.07E+18,8241312,Tue Dec 11 20:57:15 +0000 2018,"""RT @ranjanieguruge: ?? ??? ???? ??? ?????? ????? ??? ?? ???? ??????? ????????... ????? ?????? ????? ???.. ?????? ????? ???????????? ??????…""",
73,1.07E+18,8.36E+17,Tue Dec 11 19:42:07 +0000 2018,"""@BortoneA ???? ?????? ??""",
74,1.07E+18,40320649,Tue Dec 11 17:16:01 +0000 2018,"""RT @SajadLankan: @HarshadeSilvaMP @MaithripalaS @RW_UNP @USAmbSLM @USAmbKeshap ???? ???, ????? ?? grant ?? ?????? UNP ???? ??????? ???? ??…""",
75,1.07E+18,233860469,Tue Dec 11 17:08:37 +0000 2018,"""@SLpathumaa @Wind_Desika ??? ??? ???? ????? ?? ??? ??? ????. ??? ?? ???? ?? ????.""",
77,1.07E+18,700069412,Tue Dec 11 15:55:32 +0000 2018,"""???????? ???? ?? ???? ????? ??? ???? ????? ????? Muthu ????? ?????? ??""",
79,1.07E+18,9.44E+17,Tue Dec 11 14:18:45 +0000 2018,"""@iamgayash ? ???? ????? ????""",
80,1.07E+18,154800409,Tue Dec 11 14:17:45 +0000 2018,"""@iamgayash ?????? ?? ????????? ???? ??????? .. ?? ??? ????? ?????""",
81,1.07E+18,9.51E+17,Tue Dec 11 14:14:02 +0000 2018,"""@Madhushankhani @nwty_ck ?? ????? ????????""",
82,1.07E+18,7.77E+17,Tue Dec 11 14:04:43 +0000 2018,"""@hashikalpana ?????? ? ?? ????? ??? ????""",
83,1.07E+18,135779262,Tue Dec 11 13:48:12 +0000 2018,"""@tikirimaarie ???????? ????? ???? ????? ???? ??? ????""",
84,1.07E+18,8.74E+17,Tue Dec 11 12:19:39 +0000 2018,"""RT @IndrajithLk: ??? 2019 ?????? ????? ?????? ???????? ?????? ???? ?????? ???????? ???????? ?? Thread ????? ??? ????? ?????. https://t.co/8…""",
86,1.07E+18,2456992327,Tue Dec 11 12:10:50 +0000 2018,"""RT @LankadeepaNews: ???? ??????? ?????? ?????? ?? ????? ?????????? ????? https://t.co/slqs1tyYhk""",
87,1.07E+18,1.06E+18,Tue Dec 11 11:28:22 +0000 2018,"""@vishiru @iamgayash ????? ????? ??????? ?????? ??? !! ???? ????? !!""",
88,1.07E+18,40320649,Tue Dec 11 11:11:22 +0000 2018,"""RT @ApiWenuwen: @sunandadesh @MaithripalaS ??? ????? ???????? @WeerawansaWimal ????????? ??? "" ????? ????????? "" ??????. ?????? ???? ??? #S…""",
89,1.07E+18,1095964688,Tue Dec 11 10:49:13 +0000 2018,"""????? ?? ?????? ??????? ??? BBC ????? ???? ???? ??? ????? https://t.co/5V4S2n8VPs""",
90,1.07E+18,8.94E+17,Tue Dec 11 10:03:24 +0000 2018,"""???? ????? - Leo - 2019 ?? ??? ??? ??????? ?????... https://t.co/ZDTKfYxdTC""",
91,1.07E+18,2566160414,Tue Dec 11 09:30:59 +0000 2018,"""?????? ???? ?? ????? ???????? https://t.co/pjwsdaQKv8""",
92,1.07E+18,213306799,Tue Dec 11 09:25:20 +0000 2018,"""@DJSlash9 ??? ???, ????? ???????? ???? ?????. ???????? ???? ????? ????? ???? ?????? ????? ?? ???? ?? ?? ???? ???????.""",
93,1.07E+18,455664704,Tue Dec 11 09:11:55 +0000 2018,"""@officialunp ??? ????? ???????? ??? ????? ???? ????? ??? ??? ????????. ?? ????? ????? ?????? ??? ????? ??? ??????? ?????. ???????? ????????.""",
94,1.07E+18,9.11E+17,Tue Dec 11 08:45:39 +0000 2018,"""@vithanagedanu ??? ????? ???? ?????? ????.. ???? ???? ????? ???? ?? ?? ???? ??? ?????...??????""",
95,1.07E+18,371776216,Tue Dec 11 07:52:20 +0000 2018,"""BBC News ????? - ??? ???????: ????????? ????? ? ?????????? ???????? ?????????? ?????? https://t.co/H0Y7TtbGEB""",
96,1.07E+18,156226048,Tue Dec 11 06:25:05 +0000 2018,"""?????? ???? ???? ?????? ?????? ????? https://t.co/1DG7ohdnjT""",
100,1.07E+18,7.52E+17,Tue Dec 11 06:16:42 +0000 2018,"""RT @hamsoon: BBC News ????? - ???? ??????? ????? ?????? ?????? ???? ???????? - ??????? https://t.co/0RXGDl3wEf""",
101,1.07E+18,7.52E+17,Tue Dec 11 06:14:41 +0000 2018,"""RT @hamsoon: BBC News ????? - ????? ?????? ??????? ???????: ??? ???? ?????? ??? ???????? ??????? ?????? https://t.co/Dyx4eswMwP""",
102,1.07E+18,7.52E+17,Tue Dec 11 06:14:36 +0000 2018,"""RT @hamsoon: BBC News ????? - ????? ?????? ??????? ???????: ????? ?????????? ????????? ?????? ??????? ??? ??????????????? ???????? https://…""",
103,1.07E+18,7.52E+17,Tue Dec 11 06:14:20 +0000 2018,"""RT @hamsoon: BBC News ????? - ????? ?????? ??????? ??????? ??????? ????? ???? ????? ???? ?? ??????? ????? https://t.co/Thrv2mJWjV""",
104,1.07E+18,7.52E+17,Tue Dec 11 06:05:36 +0000 2018,"""RT @LankadeepaNews: ???? ??????? ?????? ?????? ?? ????? ?????????? ????? https://t.co/slqs1tyYhk""",
108,1.07E+18,9.72E+17,Tue Dec 11 04:11:51 +0000 2018,"""RT @cleanpoltics: @HarshadeSilvaMP ????? =?????????? ????????=??????????? ??????=???????? ?????=????????? ?????? ????? =?????? ?????????  ?…""",
109,1.07E+18,2273227560,Tue Dec 11 03:35:07 +0000 2018,"""????? ???????? ?? ???? ??????? ???????? ??? 7 ?? ????? ???? ?? ???????????? ??????? ??? ???..... https://t.co/OVBRtT6sbf""",
110,1.07E+18,40320649,Tue Dec 11 03:05:11 +0000 2018,"""RT @sraddhabuddhi: ""?????? ???? ?? ???????? ?????? ???????? ????? ????. ???? ??????????? ?????? ??????? ???????? ????  ????? ???????? ?????…""",
111,1.07E+18,128910982,Tue Dec 11 02:10:59 +0000 2018,"""@AmithMalinga ????? ??? ????! ??? ??? ?????? ???! ??????""",
113,1.07E+18,4286572754,Tue Dec 11 01:42:20 +0000 2018,"""?????????? ???????. ??????? ????? ???????? ??????? ?????. ????????????""",
114,1.07E+18,7.23E+17,Tue Dec 11 01:30:11 +0000 2018,"""????? ? ???? ???? ???????.  ???? ?????""",
115,1.07E+18,1.06E+18,Tue Dec 11 01:08:23 +0000 2018,"""@ThiranjaJ ??? ???? ???????? ????? ????? !!??""",
116,1.07E+18,2669764304,Tue Dec 11 00:14:19 +0000 2018,""""" ????? .... ???? ??????? ????? , ?????? ??????? ????? ??? ?? ...  [ Shewan ] ?????? https://t.co/01QEZERSll https://t.co/Qk6wwWOnwO""",
117,1.07E+18,1219328588,Mon Dec 10 21:57:00 +0000 2018,"""RT @MaheshNegombo: ???? 1: ??????? ???? ?????? ???? ???????.  "" ??? ?????? ???? ??? ????? ?? ???? ?? ????? ?????? ????? ?? ?????? ???????…""",
119,1.07E+18,9.83E+17,Mon Dec 10 18:47:05 +0000 2018,"""RT @pasiya14: ????? ?????? ????? ?????? ????????? ??? ?????? ?????? ???? ?????  ??? ????? ?????? ?????? ???? ???? ???? ???? ??????   ????…""",
121,1.07E+18,189878124,Mon Dec 10 16:21:00 +0000 2018,"""@Wind_Desika ???? ?????? ??? ?? ?????????? ?? ????? ???? ??? ???... ??????? ??????!   ????????????? ??? ???????? ???????? ?????????""",
122,1.07E+18,8.27E+17,Mon Dec 10 15:36:20 +0000 2018,"""BBC News ????? - ?????????????: ????? ?????? ???? ????? ??????? '?????' ??? ??? https://t.co/c7LmhTPuLt""",
124,1.07E+18,8.86E+17,Mon Dec 10 14:30:26 +0000 2018,"""RT @IndrajithLk: ""?????"" ???????? ????? ?????????.  ??? ????? link ????? download ??????. ?????????? mention ??? ???????, ?? link ?? ?????.…""",
125,1.07E+18,1197328178,Mon Dec 10 14:19:47 +0000 2018,"""@Suvi_DimpleGirl ???? ??????? ????? ??????""",
126,1.07E+18,16722822,Mon Dec 10 14:00:31 +0000 2018,"""RT @ajithperakum: ???????? ?????? ???? ????? ?????? ??? ??? ?????? ? ???? ????? ???? ????? @prajalanka ?????? ???, ????? ?? ???????  https:…""",
127,1.07E+18,40320649,Mon Dec 10 13:40:01 +0000 2018,"""RT @ApiWenuwen: @Welikumbura @Neetwit ??? ???????. ???? ???? ???????? ???????? ????? #Buddhist ??????? ???????. ???? ?? ???? ???? ???????…""",
128,1.07E+18,40320649,Mon Dec 10 13:38:28 +0000 2018,"""RT @ApiWenuwen: @Ishak1225 @Welikumbura @Neetwit ??? ?????? ????? ?????????? / ?????? ?? ????? #Buddhism ?????? ????????? ??????? ??? ?""",
131,1.07E+18,40320649,Mon Dec 10 13:18:30 +0000 2018,"""@SLchathu ???? ????? ?????????""",
132,1.07E+18,1.07E+18,Mon Dec 10 13:08:01 +0000 2018,"""RT @AmithWeerasing3: ????? ??? ???????? ??? ?? ??????.. ??? ???????? ?????? ????? ????? ??? ??????? ?????  ?????????? ????????. https://t.c…""",
135,1.07E+18,88194176,Mon Dec 10 12:02:38 +0000 2018,"""@imsweetpotato ? ????????? ????? ????? ???? ???? :D""",
136,1.07E+18,8.65E+17,Mon Dec 10 11:52:22 +0000 2018,"""RT @RathuMakaraFM_: ?? ????? ???? ?? ??????? ?????? ?? 8 ?????? #???????FM ??? ??? ??????? @nadun97 ???? #NadunUyana ???? ????? ???? ?????.…""",
137,1.07E+18,2748359652,Mon Dec 10 11:43:12 +0000 2018,"""????????????? ????????? ????? ????? ???? ??? ???? ???????????????????????????????? https://t.co/QHPXlFV3RB""",
138,1.07E+18,2537581837,Wed Dec 12 02:59:07 +0000 2018,"""?????? ?????? ?? ????? ????? ????? ???? ??? ??'?? ????? ??????? ?????. ?????? ??? ?????????? ?????? ??????; ??????? ????? ??????. ? ??? ????? ???????? ? ?; ????????? ? ???? ????? ??????? ???. ??????? ?? ????, ??... https://t.co/2l5nu6jnPL""",
139,1.07E+18,2496793584,Wed Dec 12 02:46:38 +0000 2018,"""??? ??? ???????? ??????? ????? ????? ????? ????? ?????? ?????? ???  ????? ??? ???? ?????? ?????.  ?? ????? ?????? ?????? ?????? ???? ???? ??????? ??. ?? ????? ??????? ????? ????? ??? ???  ??? ??? ????. ??????? ????????????? ????? ?????? ?????? ?????? ?? ????? ??""",
141,1.07E+18,1.03E+18,Tue Dec 11 18:43:46 +0000 2018,"""@uzumakilahiru @SHINE53969071 ????? ?? Mcleren P1 ???? ?????? Garage Level 8 Max ??....?????? Garage Level 8 Max ???? ?????? ?????....??????? ????? Noob ??????? ??? ???? ????....""",
142,1.07E+18,212132157,Tue Dec 11 18:12:40 +0000 2018,"""??? ??? ????? ???? ???? ?? ??????????? ??????? ?? ?? ??? ????? ????? ????? ??.?????????? ???? ????? ??????? ???? ??.?? ???? ???? ??? ????? ?????? ?????. ????? ???? ????? ???????? ??? ????? ???????? ??? ???? ??????... https://t.co/9iMPTbOCjk""",
144,1.07E+18,416852441,Tue Dec 11 14:34:06 +0000 2018,"""?? ????? ???? ?? ??????? ?????. ????? ???? ????? ?? ?????? ????? ?????? ???????? ????????? ?? ??????. (?????????? ????? ????? ????? ?? ???? ??????) ?????? ?????? ?????? ?? (?? ???????? ????? ????????? ??????... https://t.co/gRa7DJjEKm""",
145,1.07E+18,28530521,Tue Dec 11 12:59:37 +0000 2018,"""???? ??????????. ""????? ??????????"" ?????? ????????? ????? ????????? ??????? ????? ??? ??????. ????? ????? ?? ???? ?????? ?????? ???????? ???????, ????? ??????? ??????, ????? ?????????? ???????... https://t.co/R9n9q9uLFq""",
146,1.07E+18,1590775483,Tue Dec 11 11:06:43 +0000 2018,"""2019 ???? ????? ?? ??? ?????? ???? ??? ???? ?? ?????? ??? ???????? ??????? - https://t.co/TkeLLUCtnq  ??? ????? - ????????? ????? ?????. ???? ????? - ?????? ????? ?????. ????? ?????. - ????????? ???? ?? ??? ????? - ????? ???? ???? ?????? ???? ????? -... https://t.co/TkeLLUCtnq""",
147,1.07E+18,1.03E+18,Tue Dec 11 10:09:03 +0000 2018,"""????? ?????? ?????? ??? ???? ??????? ??? ??? ?????? ?????.  ?? ??? ?????? ????? ???????? ?????? ???????? ????????..  ????? ????? ???? ??????.. ???????? ???????? ???? ?????????? ???… https://t.co/dLxWZpY60a""",
148,1.07E+18,2245473468,Tue Dec 11 08:26:50 +0000 2018,"""???????? ?????? ???? ??????? ?? ???? ?? ????? ???????? ????? ????????? ??????????? ?? ?????.?? ???? ???? ???? ??? ???????? ???????? ???? ????? ????? ????? ???? ?????? ??????.????????? ???????? ??????? ?????... https://t.co/K1quJNPKGw""",
149,1.07E+18,1.06E+18,Tue Dec 11 07:32:07 +0000 2018,"""@Rasthiyaduwa ?????? ?????? ????? ???? ?? ??????? ??????? ??,? ????? ?????? ????? ????? ????? ????? ?????? ??????... ??? ??? ???????? ?????? ???? ?????,?????? ???? ??????? ????? ????? ??????? ?? ??????....""",
150,1.07E+18,1.07E+18,Tue Dec 11 07:12:05 +0000 2018,"""????  ???? ???? ????? ?????? ??? ????? ???? ???? ??? ????? .? ????? ??????  ????? ?????? ??? ????? ?????? . ????? ???? ???????? ?? ?? ?????? . ??? ??? ????  ?? ??????? ?? ?????? ????? . https://t.co/fbJHMGD0ms""",
151,1.07E+18,1228037084,Tue Dec 11 05:48:40 +0000 2018,"""???????? ??? ???? ?????? ?????????? ????? ??????? ??????? ??????   ????  ???????? ?????. ???? ????? ???? ???  ??????? ?????????? ??? ?????   ?????? ?????????? ?????? ?. ?? ???????????????? ???????. ??? ??? ???   ???? ??????? ??????? ???????? ??????? ????? ???????? ????? .???????""",
152,1.07E+18,2456992327,Tue Dec 11 05:36:27 +0000 2018,"""BBC News ????? - ????? ?????? ??????? ???????: ????? ?????????? ????????? ?????? ??????? ??? ??????????????? ???????? https://t.co/0hdAfJEPEY""",
153,1.07E+18,1.06E+18,Tue Dec 11 03:51:41 +0000 2018,"""@HarshadeSilvaMP @MaithripalaS @RW_UNP @USAmbSLM @USAmbKeshap ???? ???, ????? ?? grant ?? ?????? UNP ???? ??????? ???? ?????? ???????? ??? ????? ??? ????. ??????????? ??? ??????""",
154,1.07E+18,3189787423,Mon Dec 10 23:21:38 +0000 2018,"""@sunandadesh @MaithripalaS ??? ????? ???????? @WeerawansaWimal ????????? ??? "" ????? ????????? "" ??????. ?????? ???? ??? #SriLanka ???????? ????. ??? ????? #racist ???????? ????????? ???? #FakeNews ?????????? ????? ????? ??? ?????? ? @PMDNewsGov @Neetwit @nirowa74""",
158,1.07E+18,2971208592,Mon Dec 10 14:52:30 +0000 2018,"""? ?? ??????? ?????  ? ?? ??????? ???? ????? ??????? ??  ??????? ?????? ? ?? ??????? ???? ????? ? ????? ?????????? ????? ?????. ?? ????? ?????? ???? ?? ??? ??? ?????? ????? ???????? ???? ?????. ???? ?????... https://t.co/AH4j396KzD""",
